Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
475,CA-2015-144666,2015-11-09,2015-11-11,second class,JP-15520,Jeremy Pistek,consumer,united states,san francisco,california,94110,west,OFF-ST-10001321,office supplies,storage,"decoflex hanging personal folder file, blue",92.52
476,CA-2015-144666,2015-11-09,2015-11-11,second class,JP-15520,Jeremy Pistek,consumer,united states,san francisco,california,94110,west,OFF-PA-10001509,office supplies,paper,"recycled desk saver line ""while you were out"" book, 5 1/2"" x 4""",62.65
477,CA-2015-144666,2015-11-09,2015-11-11,second class,JP-15520,Jeremy Pistek,consumer,united states,san francisco,california,94110,west,OFF-PA-10003465,office supplies,paper,xerox 1912,94.85
478,CA-2017-103891,2017-07-12,2017-07-19,standard class,KH-16690,Kristen Hastings,corporate,united states,los angeles,california,90008,west,TEC-PH-10000149,technology,phones,cisco spa525g2 ip phone - wireless,95.76
479,CA-2017-152632,2017-10-27,2017-11-02,standard class,JE-15475,Jeremy Ellison,consumer,united states,troy,new york,12180,east,FUR-FU-10002671,furniture,furnishings,electrix 20w halogen replacement bulb for zoom-in desk lamp,40.2
480,CA-2017-100790,2017-06-26,2017-07-02,standard class,JG-15805,John Grady,corporate,united states,new york city,new york,10024,east,OFF-AR-10003045,office supplies,art,prang colored pencils,14.7
482,CA-2015-134677,2015-10-06,2015-10-10,standard class,XP-21865,Xylona Preis,consumer,united states,san diego,california,92024,west,TEC-AC-10001445,technology,accessories,imation usb 2.0 swivel flash drive usb flash drive - 4 gb - pink,9.09
483,CA-2015-127691,2015-07-22,2015-07-27,standard class,EM-14065,Erin Mull,consumer,united states,new york city,new york,10024,east,OFF-AR-10002053,office supplies,art,"premium writing pencils, soft, #2 by central association for the blind",5.96
484,CA-2015-127691,2015-07-22,2015-07-27,standard class,EM-14065,Erin Mull,consumer,united states,new york city,new york,10024,east,TEC-AC-10002567,technology,accessories,logitech g602 wireless gaming mouse,159.98
485,CA-2018-140963,2018-06-10,2018-06-13,first class,MT-18070,Michelle Tran,home office,united states,los angeles,california,90045,west,OFF-LA-10003923,office supplies,labels,alphabetical labels for top tab filing,29.6
487,CA-2018-140963,2018-06-10,2018-06-13,first class,MT-18070,Michelle Tran,home office,united states,los angeles,california,90045,west,TEC-PH-10001924,technology,phones,ihome fm clock radio with lightning dock,279.96
489,CA-2015-133753,2015-06-09,2015-06-13,second class,CW-11905,Carl Weiss,home office,united states,huntsville,texas,77340,central,TEC-PH-10000376,technology,phones,square credit card reader,7.992
490,CA-2015-133753,2015-06-09,2015-06-13,second class,CW-11905,Carl Weiss,home office,united states,huntsville,texas,77340,central,TEC-AC-10000303,technology,accessories,logitech m510 wireless mouse,63.984
491,CA-2015-133753,2015-06-09,2015-06-13,second class,CW-11905,Carl Weiss,home office,united states,huntsville,texas,77340,central,OFF-AR-10001953,office supplies,art,boston 1645 deluxe heavier-duty electric pencil sharpener,70.368
492,CA-2015-113362,2015-09-14,2015-09-19,standard class,AJ-10960,Astrea Jones,consumer,united states,rochester,new york,14609,east,OFF-ST-10001809,office supplies,storage,fellowes officeware wire shelving,449.15
493,CA-2015-113362,2015-09-14,2015-09-19,standard class,AJ-10960,Astrea Jones,consumer,united states,rochester,new york,14609,east,OFF-EN-10003845,office supplies,envelopes,colored envelopes,11.07
494,CA-2017-169166,2017-05-09,2017-05-14,standard class,SS-20590,Sonia Sunley,consumer,united states,seattle,washington,98115,west,TEC-AC-10000991,technology,accessories,sony micro vault click 8 gb usb 2.0 flash drive,93.98
495,US-2017-120929,2017-03-18,2017-03-21,second class,RO-19780,Rose O'Brian,consumer,united states,memphis,tennessee,38109,south,FUR-TA-10001857,furniture,tables,balt solid wood rectangular table,189.882
496,CA-2016-134782,2016-12-27,2016-12-31,standard class,MD-17350,Maribeth Dona,consumer,united states,fayetteville,arkansas,72701,south,OFF-EN-10001434,office supplies,envelopes,"strathmore #10 envelopes, ultimate white",105.42
497,CA-2017-126158,2017-07-25,2017-07-31,standard class,SC-20095,Sanjit Chand,consumer,united states,costa mesa,california,92627,west,OFF-BI-10002498,office supplies,binders,clear mylar reinforcing strips,119.616
498,CA-2017-126158,2017-07-25,2017-07-31,standard class,SC-20095,Sanjit Chand,consumer,united states,costa mesa,california,92627,west,FUR-FU-10004864,furniture,furnishings,"howard miller 14-1/2"" diameter chrome round wall clock",255.76
499,CA-2017-126158,2017-07-25,2017-07-31,standard class,SC-20095,Sanjit Chand,consumer,united states,costa mesa,california,92627,west,FUR-CH-10002602,furniture,chairs,dmi arturo collection mission-style design wood chair,241.568
500,CA-2017-126158,2017-07-25,2017-07-31,standard class,SC-20095,Sanjit Chand,consumer,united states,costa mesa,california,92627,west,FUR-FU-10000073,furniture,furnishings,deflect-o glasstique clear desk accessories,69.3
501,US-2017-105578,2017-05-30,2017-06-04,standard class,MY-17380,Maribeth Yedwab,corporate,united states,parker,colorado,80134,west,OFF-BI-10001670,office supplies,binders,vinyl sectional post binders,22.62
502,US-2017-105578,2017-05-30,2017-06-04,standard class,MY-17380,Maribeth Yedwab,corporate,united states,parker,colorado,80134,west,OFF-BI-10001658,office supplies,binders,gbc standard therm-a-bind covers,14.952
504,US-2017-105578,2017-05-30,2017-06-04,standard class,MY-17380,Maribeth Yedwab,corporate,united states,parker,colorado,80134,west,OFF-BI-10000831,office supplies,binders,storex flexible poly binders with double pockets,2.376
505,US-2017-105578,2017-05-30,2017-06-04,standard class,MY-17380,Maribeth Yedwab,corporate,united states,parker,colorado,80134,west,OFF-PA-10000357,office supplies,paper,"white dual perf computer printout paper, 2700 sheets, 1 part, heavyweight, 20 lbs., 14 7/8 x 11",32.792
506,CA-2018-134978,2018-11-12,2018-11-15,second class,EB-13705,Ed Braxton,corporate,united states,new york city,new york,10024,east,OFF-BI-10003274,office supplies,binders,"avery durable slant ring binders, no labels",15.92
507,CA-2016-145352,2016-03-16,2016-03-22,standard class,CM-12385,Christopher Martinez,consumer,united states,atlanta,georgia,30318,south,OFF-AR-10001662,office supplies,art,rogers handheld barrel pencil sharpener,2.74
508,CA-2016-145352,2016-03-16,2016-03-22,standard class,CM-12385,Christopher Martinez,consumer,united states,atlanta,georgia,30318,south,OFF-AR-10003856,office supplies,art,newell 344,8.34
509,CA-2016-145352,2016-03-16,2016-03-22,standard class,CM-12385,Christopher Martinez,consumer,united states,atlanta,georgia,30318,south,OFF-ST-10001228,office supplies,storage,personal file boxes with fold-down carry handle,46.74
511,CA-2018-135307,2018-11-26,2018-11-27,first class,LS-17245,Lynn Smith,consumer,united states,gladstone,missouri,64118,central,FUR-FU-10001290,furniture,furnishings,executive impressions supervisor wall clock,126.3
512,CA-2018-135307,2018-11-26,2018-11-27,first class,LS-17245,Lynn Smith,consumer,united states,gladstone,missouri,64118,central,TEC-AC-10002399,technology,accessories,sandisk cruzer 32 gb usb flash drive,38.04
513,CA-2017-106341,2017-10-20,2017-10-23,first class,LF-17185,Luke Foster,consumer,united states,newark,ohio,43055,east,OFF-AR-10002053,office supplies,art,"premium writing pencils, soft, #2 by central association for the blind",7.152
514,CA-2018-163405,2018-12-21,2018-12-25,standard class,BN-11515,Bradley Nguyen,consumer,united states,los angeles,california,90049,west,OFF-AR-10003811,office supplies,art,newell 327,6.63
515,CA-2018-163405,2018-12-21,2018-12-25,standard class,BN-11515,Bradley Nguyen,consumer,united states,los angeles,california,90049,west,OFF-AR-10001246,office supplies,art,newell 317,5.88
517,CA-2018-127432,2018-01-22,2018-01-27,standard class,AD-10180,Alan Dominguez,home office,united states,great falls,montana,59405,west,OFF-ST-10004507,office supplies,storage,advantus rolling storage box,51.45
518,CA-2018-127432,2018-01-22,2018-01-27,standard class,AD-10180,Alan Dominguez,home office,united states,great falls,montana,59405,west,OFF-PA-10001667,office supplies,paper,great white multi-use recycled paper (20lb. and 84 bright),11.96
520,CA-2016-157812,2016-03-22,2016-03-26,standard class,DB-13210,Dean Braden,consumer,united states,houston,texas,77041,central,TEC-AC-10000171,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",18.392
521,CA-2016-157812,2016-03-22,2016-03-26,standard class,DB-13210,Dean Braden,consumer,united states,houston,texas,77041,central,OFF-ST-10000736,office supplies,storage,carina double wide media storage towers in natural & black,129.568
522,CA-2016-157812,2016-03-22,2016-03-26,standard class,DB-13210,Dean Braden,consumer,united states,houston,texas,77041,central,OFF-BI-10000285,office supplies,binders,xtralife clearvue slant-d ring binders by cardinal,14.112
523,CA-2018-145142,2018-01-23,2018-01-25,first class,MC-17605,Matt Connell,corporate,united states,detroit,michigan,48234,central,FUR-TA-10001857,furniture,tables,balt solid wood rectangular table,210.98
524,US-2017-139486,2017-05-21,2017-05-23,first class,LH-17155,Logan Haushalter,consumer,united states,los angeles,california,90032,west,TEC-PH-10003555,technology,phones,motorola hk250 universal bluetooth headset,55.176
525,US-2017-139486,2017-05-21,2017-05-23,first class,LH-17155,Logan Haushalter,consumer,united states,los angeles,california,90032,west,TEC-AC-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,66.26
526,CA-2016-158792,2016-12-26,2017-01-02,standard class,BD-11605,Brian Dahlen,consumer,united states,lawrence,massachusetts,1841,east,OFF-FA-10002815,office supplies,fasteners,staples,22.2
528,CA-2018-113558,2018-10-21,2018-10-26,standard class,PH-18790,Patricia Hirasaki,home office,united states,lakeland,florida,33801,south,FUR-FU-10001756,furniture,furnishings,"eldon expressions desk accessory, wood photo frame, mahogany",45.696
529,US-2016-138303,2016-09-03,2016-09-07,standard class,MG-18145,Mike Gockenbach,consumer,united states,philadelphia,pennsylvania,19134,east,OFF-ST-10004963,office supplies,storage,eldon gobal file keepers,36.336
531,US-2016-138303,2016-09-03,2016-09-07,standard class,MG-18145,Mike Gockenbach,consumer,united states,philadelphia,pennsylvania,19134,east,OFF-EN-10001335,office supplies,envelopes,"white business envelopes with contemporary seam, recycled white business envelopes",52.512
532,CA-2016-102848,2016-11-07,2016-11-09,second class,KB-16240,Karen Bern,corporate,united states,los angeles,california,90036,west,FUR-CH-10000595,furniture,chairs,safco contoured stacking chairs,190.72
533,US-2018-129441,2018-09-07,2018-09-11,standard class,JC-15340,Jasper Cacioppo,consumer,united states,los angeles,california,90032,west,FUR-FU-10000448,furniture,furnishings,tenex chairmats for use with carpeted floors,47.94
535,CA-2017-168753,2017-05-29,2017-06-01,second class,RL-19615,Rob Lucas,consumer,united states,montgomery,alabama,36116,south,OFF-BI-10002557,office supplies,binders,presstex flexible ring binders,22.75
536,CA-2017-126613,2017-07-10,2017-07-16,standard class,AA-10375,Allen Armold,consumer,united states,mesa,arizona,85204,west,OFF-ST-10001325,office supplies,storage,sterilite officeware hinged file box,16.768
537,US-2018-122637,2018-09-03,2018-09-08,second class,EP-13915,Emily Phan,consumer,united states,chicago,illinois,60653,central,OFF-BI-10002429,office supplies,binders,"premier elliptical ring binder, black",42.616
538,CA-2016-147851,2016-12-03,2016-12-08,standard class,MP-17470,Mark Packer,home office,united states,new york city,new york,10009,east,OFF-BI-10004528,office supplies,binders,cardinal poly pocket divider pockets for ring binders,10.752
539,CA-2016-134894,2016-12-07,2016-12-11,standard class,DK-12985,Darren Koutras,consumer,united states,henderson,kentucky,42420,south,OFF-AP-10001271,office supplies,appliances,eureka the boss cordless rechargeable stick vac,152.94
540,CA-2016-134894,2016-12-07,2016-12-11,standard class,DK-12985,Darren Koutras,consumer,united states,henderson,kentucky,42420,south,FUR-CH-10002647,furniture,chairs,"situations contoured folding chairs, 4/set",283.92
541,CA-2015-140795,2015-02-01,2015-02-03,first class,BD-11500,Bradley Drucker,consumer,united states,green bay,wisconsin,54302,central,TEC-AC-10001432,technology,accessories,enermax aurora lite keyboard,468.9
542,CA-2017-136924,2017-07-14,2017-07-17,first class,ES-14080,Erin Smith,corporate,united states,tucson,arizona,85705,west,TEC-PH-10002262,technology,phones,lg electronics tone+ hbs-730 bluetooth headset,380.864
544,CA-2015-103849,2015-05-11,2015-05-16,standard class,PG-18895,Paul Gonzalez,consumer,united states,fort worth,texas,76106,central,TEC-AC-10001465,technology,accessories,sandisk cruzer 64 gb usb flash drive,58.112
545,CA-2015-103849,2015-05-11,2015-05-16,standard class,PG-18895,Paul Gonzalez,consumer,united states,fort worth,texas,76106,central,TEC-PH-10002597,technology,phones,xblue xb-1670-86 x16 small office telephone - titanium,100.792
546,CA-2015-103849,2015-05-11,2015-05-16,standard class,PG-18895,Paul Gonzalez,consumer,united states,fort worth,texas,76106,central,FUR-FU-10000723,furniture,furnishings,"deflect-o economat studded, no bevel mat for low pile carpeting",66.112
547,CA-2018-162929,2018-11-19,2018-11-22,first class,AS-10135,Adrian Shami,home office,united states,new york city,new york,10035,east,OFF-BI-10000404,office supplies,binders,avery printable repositionable plastic tabs,41.28
548,CA-2018-162929,2018-11-19,2018-11-22,first class,AS-10135,Adrian Shami,home office,united states,new york city,new york,10035,east,OFF-PA-10002986,office supplies,paper,xerox 1898,13.36
549,CA-2016-113173,2016-11-15,2016-11-17,second class,DK-13225,Dean Katz,corporate,united states,chicago,illinois,60653,central,OFF-ST-10000604,office supplies,storage,home/office personal file carts,250.272
550,CA-2016-113173,2016-11-15,2016-11-17,second class,DK-13225,Dean Katz,corporate,united states,chicago,illinois,60653,central,OFF-BI-10004738,office supplies,binders,flexible leather- look classic collection ring binder,11.364
551,CA-2016-113173,2016-11-15,2016-11-17,second class,DK-13225,Dean Katz,corporate,united states,chicago,illinois,60653,central,OFF-SU-10001935,office supplies,supplies,staple remover,8.72
553,CA-2018-112774,2018-09-11,2018-09-12,first class,RC-19960,Ryan Crowe,consumer,united states,jacksonville,florida,32216,south,FUR-FU-10003039,furniture,furnishings,"howard miller 11-1/2"" diameter grantwood wall clock",34.504
554,CA-2018-101945,2018-11-24,2018-11-28,standard class,GT-14710,Greg Tran,consumer,united states,houston,texas,77070,central,OFF-FA-10004248,office supplies,fasteners,advantus t-pin paper clips,10.824
556,CA-2015-155852,2015-03-03,2015-03-07,second class,AJ-10945,Ashley Jarboe,consumer,united states,wilmington,north carolina,28403,south,OFF-AR-10003560,office supplies,art,zebra zazzle fluorescent highlighters,19.456
557,CA-2017-113243,2017-06-10,2017-06-15,standard class,OT-18730,Olvera Toch,consumer,united states,los angeles,california,90045,west,OFF-LA-10001297,office supplies,labels,avery 473,20.7
559,CA-2017-113243,2017-06-10,2017-06-15,standard class,OT-18730,Olvera Toch,consumer,united states,los angeles,california,90045,west,OFF-PA-10003441,office supplies,paper,xerox 226,32.4
560,CA-2018-118731,2018-11-20,2018-11-22,second class,LP-17080,Liz Pelletier,consumer,united states,san francisco,california,94110,west,FUR-FU-10003347,furniture,furnishings,coloredge poster frame,42.6
561,CA-2018-118731,2018-11-20,2018-11-22,second class,LP-17080,Liz Pelletier,consumer,united states,san francisco,california,94110,west,OFF-BI-10000069,office supplies,binders,"gbc prepunched paper, 19-hole, for binding systems, 24-lb",84.056
562,CA-2015-145576,2015-09-14,2015-09-18,second class,CA-12775,Cynthia Arntzen,consumer,united states,tampa,florida,33614,south,OFF-AP-10003914,office supplies,appliances,"sanitaire vibra groomer ir commercial upright vacuum, replacement belts",13.0
563,CA-2015-145576,2015-09-14,2015-09-18,second class,CA-12775,Cynthia Arntzen,consumer,united states,tampa,florida,33614,south,FUR-FU-10004020,furniture,furnishings,advantus panel wall acrylic frame,13.128
564,CA-2016-130736,2016-12-07,2016-12-09,first class,JF-15490,Jeremy Farry,consumer,united states,seattle,washington,98105,west,OFF-FA-10003467,office supplies,fasteners,"alliance big bands rubber bands, 12/pack",3.96
565,CA-2016-130736,2016-12-07,2016-12-09,first class,JF-15490,Jeremy Farry,consumer,united states,seattle,washington,98105,west,OFF-LA-10000634,office supplies,labels,avery 509,2.61
566,CA-2018-137099,2018-12-07,2018-12-10,first class,FP-14320,Frank Preis,consumer,united states,los angeles,california,90008,west,TEC-PH-10002496,technology,phones,cisco spa301,374.376
567,CA-2018-156951,2018-10-01,2018-10-08,standard class,EB-13840,Ellis Ballard,corporate,united states,seattle,washington,98105,west,OFF-PA-10004530,office supplies,paper,personal creations ink jet cards and labels,91.84
568,CA-2018-156951,2018-10-01,2018-10-08,standard class,EB-13840,Ellis Ballard,corporate,united states,seattle,washington,98105,west,OFF-BI-10001107,office supplies,binders,"gbc white gloss covers, plain front",81.088
569,CA-2018-156951,2018-10-01,2018-10-08,standard class,EB-13840,Ellis Ballard,corporate,united states,seattle,washington,98105,west,OFF-PA-10004451,office supplies,paper,xerox 222,19.44
570,CA-2018-156951,2018-10-01,2018-10-08,standard class,EB-13840,Ellis Ballard,corporate,united states,seattle,washington,98105,west,FUR-CH-10004997,furniture,chairs,hon every-day series multi-task chairs,451.152
571,CA-2018-164826,2018-12-28,2019-01-04,standard class,JF-15415,Jennifer Ferguson,consumer,united states,new york city,new york,10024,east,OFF-LA-10001297,office supplies,labels,avery 473,72.45
572,CA-2018-164826,2018-12-28,2019-01-04,standard class,JF-15415,Jennifer Ferguson,consumer,united states,new york city,new york,10024,east,OFF-FA-10000585,office supplies,fasteners,oic bulk pack metal binder clips,13.96
573,CA-2018-164826,2018-12-28,2019-01-04,standard class,JF-15415,Jennifer Ferguson,consumer,united states,new york city,new york,10024,east,OFF-BI-10001922,office supplies,binders,storex dura pro binders,33.264
574,CA-2018-164826,2018-12-28,2019-01-04,standard class,JF-15415,Jennifer Ferguson,consumer,united states,new york city,new york,10024,east,TEC-PH-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,14.85
575,CA-2017-127250,2017-11-03,2017-11-07,standard class,SF-20200,Sarah Foster,consumer,united states,marysville,washington,98270,west,OFF-AR-10003394,office supplies,art,newell 332,8.82
576,CA-2016-149713,2016-09-18,2016-09-22,second class,TG-21640,Trudy Glocke,consumer,united states,long beach,california,90805,west,OFF-PA-10004530,office supplies,paper,personal creations ink jet cards and labels,160.72
577,CA-2016-149713,2016-09-18,2016-09-22,second class,TG-21640,Trudy Glocke,consumer,united states,long beach,california,90805,west,OFF-PA-10001450,office supplies,paper,rediform s.o.s. phone message books,19.92
578,CA-2016-149713,2016-09-18,2016-09-22,second class,TG-21640,Trudy Glocke,consumer,united states,long beach,california,90805,west,OFF-SU-10001574,office supplies,supplies,acme value line scissors,7.3
579,CA-2018-118640,2018-07-20,2018-07-26,standard class,CS-11950,Carlos Soltero,consumer,united states,chicago,illinois,60610,central,OFF-ST-10002974,office supplies,storage,"trav-l-file heavy-duty shuttle ii, black",69.712
580,CA-2018-118640,2018-07-20,2018-07-26,standard class,CS-11950,Carlos Soltero,consumer,united states,chicago,illinois,60610,central,FUR-FU-10001475,furniture,furnishings,"contract clock, 14"", brown",8.792
581,CA-2016-132906,2016-09-10,2016-09-14,standard class,CC-12145,Charles Crestani,consumer,united states,los angeles,california,90004,west,OFF-SU-10004498,office supplies,supplies,martin-yale premier letter opener,51.52
582,CA-2018-145233,2018-12-01,2018-12-05,standard class,DV-13465,Dianna Vittorini,consumer,united states,denver,colorado,80219,west,TEC-PH-10004977,technology,phones,ge 30524ee4,470.376
583,CA-2018-145233,2018-12-01,2018-12-05,standard class,DV-13465,Dianna Vittorini,consumer,united states,denver,colorado,80219,west,TEC-PH-10000586,technology,phones,at&t sb67148 synj,105.584
584,CA-2018-145233,2018-12-01,2018-12-05,standard class,DV-13465,Dianna Vittorini,consumer,united states,denver,colorado,80219,west,OFF-AP-10000358,office supplies,appliances,fellowes basic home/office series surge protectors,31.152
585,CA-2018-145233,2018-12-01,2018-12-05,standard class,DV-13465,Dianna Vittorini,consumer,united states,denver,colorado,80219,west,OFF-BI-10002764,office supplies,binders,recycled pressboard report cover with reinforced top hinge,6.783
586,CA-2018-145233,2018-12-01,2018-12-05,standard class,DV-13465,Dianna Vittorini,consumer,united states,denver,colorado,80219,west,TEC-PH-10001254,technology,phones,jabra biz 2300 duo qd duo corded headset,406.368
587,CA-2016-128139,2016-07-03,2016-07-09,standard class,BD-11725,Bruce Degenhardt,consumer,united states,richmond,kentucky,40475,south,FUR-CH-10003956,furniture,chairs,novimex high-tech fabric mesh task chair,70.98
588,CA-2016-128139,2016-07-03,2016-07-09,standard class,BD-11725,Bruce Degenhardt,consumer,united states,richmond,kentucky,40475,south,OFF-LA-10003930,office supplies,labels,"dot matrix printer tape reel labels, white, 5000/box",294.93
589,US-2017-156986,2017-03-20,2017-03-24,standard class,ZC-21910,Zuschuss Carroll,consumer,united states,salem,oregon,97301,west,TEC-PH-10003800,technology,phones,i.sound portable power - 8000 mah,84.784
590,US-2017-156986,2017-03-20,2017-03-24,standard class,ZC-21910,Zuschuss Carroll,consumer,united states,salem,oregon,97301,west,OFF-PA-10002005,office supplies,paper,xerox 225,20.736
591,US-2017-156986,2017-03-20,2017-03-24,standard class,ZC-21910,Zuschuss Carroll,consumer,united states,salem,oregon,97301,west,OFF-BI-10002498,office supplies,binders,clear mylar reinforcing strips,16.821
592,US-2017-156986,2017-03-20,2017-03-24,standard class,ZC-21910,Zuschuss Carroll,consumer,united states,salem,oregon,97301,west,OFF-PA-10004101,office supplies,paper,xerox 1894,10.368
593,CA-2015-135405,2015-01-09,2015-01-13,standard class,MS-17830,Melanie Seite,consumer,united states,laredo,texas,78041,central,OFF-AR-10004078,office supplies,art,newell 312,9.344
594,CA-2015-135405,2015-01-09,2015-01-13,standard class,MS-17830,Melanie Seite,consumer,united states,laredo,texas,78041,central,TEC-AC-10001266,technology,accessories,memorex micro travel drive 8 gb,31.2
595,CA-2015-131450,2015-08-08,2015-08-15,standard class,LR-16915,Lena Radford,consumer,united states,san diego,california,92024,west,OFF-AP-10004708,office supplies,appliances,fellowes superior 10 outlet split surge protector,76.12
597,CA-2015-131450,2015-08-08,2015-08-15,standard class,LR-16915,Lena Radford,consumer,united states,san diego,california,92024,west,TEC-PH-10002398,technology,phones,at&t 1070 corded phone,445.96
598,CA-2015-131450,2015-08-08,2015-08-15,standard class,LR-16915,Lena Radford,consumer,united states,san diego,california,92024,west,FUR-FU-10001979,furniture,furnishings,dana halogen swing-arm architect lamp,327.76
599,CA-2017-120180,2017-07-14,2017-07-16,first class,TP-21130,Theone Pippenger,consumer,united states,philadelphia,pennsylvania,19134,east,OFF-SU-10004115,office supplies,supplies,acme stainless steel office snips,11.632
600,US-2017-100720,2017-07-16,2017-07-21,standard class,CK-12205,Chloris Kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-PH-10001425,technology,phones,mophie juice pack helium for iphone,143.982
601,US-2017-100720,2017-07-16,2017-07-21,standard class,CK-12205,Chloris Kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-PH-10003963,technology,phones,ge 2-jack phone line splitter,494.376
602,US-2017-100720,2017-07-16,2017-07-21,standard class,CK-12205,Chloris Kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-SU-10001574,office supplies,supplies,acme value line scissors,5.84
603,CA-2015-149958,2015-03-15,2015-03-19,standard class,AS-10240,Alan Shonely,consumer,united states,tampa,florida,33614,south,OFF-ST-10001490,office supplies,storage,"hot file 7-pocket, floor stand",142.776
604,CA-2015-149958,2015-03-15,2015-03-19,standard class,AS-10240,Alan Shonely,consumer,united states,tampa,florida,33614,south,FUR-FU-10001756,furniture,furnishings,"eldon expressions desk accessory, wood photo frame, mahogany",45.696
605,CA-2015-149958,2015-03-15,2015-03-19,standard class,AS-10240,Alan Shonely,consumer,united states,tampa,florida,33614,south,OFF-BI-10000773,office supplies,binders,insertable tab post binder dividers,7.218
606,CA-2015-149958,2015-03-15,2015-03-19,standard class,AS-10240,Alan Shonely,consumer,united states,tampa,florida,33614,south,OFF-BI-10001543,office supplies,binders,gbc velobinder manual binding system,43.188
607,CA-2015-149958,2015-03-15,2015-03-19,standard class,AS-10240,Alan Shonely,consumer,united states,tampa,florida,33614,south,OFF-PA-10002120,office supplies,paper,xerox 1889,131.904
608,US-2015-105767,2015-05-23,2015-05-27,standard class,AR-10510,Andrew Roberts,consumer,united states,philadelphia,pennsylvania,19134,east,OFF-BI-10000848,office supplies,binders,angle-d ring binders,3.282
609,US-2015-105767,2015-05-23,2015-05-27,standard class,AR-10510,Andrew Roberts,consumer,united states,philadelphia,pennsylvania,19134,east,OFF-AR-10001246,office supplies,art,newell 317,21.168
610,US-2015-105767,2015-05-23,2015-05-27,standard class,AR-10510,Andrew Roberts,consumer,united states,philadelphia,pennsylvania,19134,east,TEC-PH-10003092,technology,phones,motorola l804,55.188
611,CA-2017-161816,2017-04-28,2017-05-01,first class,NB-18655,Nona Balk,corporate,united states,dallas,texas,75217,central,TEC-PH-10003012,technology,phones,nortel meridian m3904 professional digital phone,369.576
612,CA-2017-161816,2017-04-28,2017-05-01,first class,NB-18655,Nona Balk,corporate,united states,dallas,texas,75217,central,OFF-LA-10004345,office supplies,labels,avery 493,15.712
613,CA-2017-121223,2017-09-11,2017-09-13,second class,GD-14590,Giulietta Dortch,corporate,united states,philadelphia,pennsylvania,19143,east,OFF-PA-10001204,office supplies,paper,xerox 1972,8.448
615,CA-2018-138611,2018-11-14,2018-11-17,second class,CK-12595,Clytie Kelty,consumer,united states,grove city,ohio,43123,east,TEC-PH-10000011,technology,phones,puregear roll-on screen protector,119.94
616,CA-2018-138611,2018-11-14,2018-11-17,second class,CK-12595,Clytie Kelty,consumer,united states,grove city,ohio,43123,east,OFF-BI-10002949,office supplies,binders,prestige round ring binders,3.648
617,CA-2018-117947,2018-08-18,2018-08-23,second class,NG-18355,Nat Gilpin,corporate,united states,new york city,new york,10011,east,FUR-FU-10003849,furniture,furnishings,"dax metal frame, desktop, stepped-edge",40.48
618,CA-2018-117947,2018-08-18,2018-08-23,second class,NG-18355,Nat Gilpin,corporate,united states,new york city,new york,10011,east,FUR-FU-10000010,furniture,furnishings,"dax value u-channel document frames, easel back",9.94
619,CA-2018-117947,2018-08-18,2018-08-23,second class,NG-18355,Nat Gilpin,corporate,united states,new york city,new york,10011,east,OFF-BI-10002824,office supplies,binders,recycled easel ring binders,107.424
620,CA-2018-117947,2018-08-18,2018-08-23,second class,NG-18355,Nat Gilpin,corporate,united states,new york city,new york,10011,east,TEC-PH-10002538,technology,phones,grandstream gxp1160 voip phone,37.91
621,CA-2018-117947,2018-08-18,2018-08-23,second class,NG-18355,Nat Gilpin,corporate,united states,new york city,new york,10011,east,FUR-FU-10000521,furniture,furnishings,"seth thomas 14"" putty-colored wall clock",88.02
622,US-2015-111171,2015-12-26,2015-12-31,standard class,CA-12265,Christina Anderson,consumer,united states,chicago,illinois,60610,central,OFF-BI-10002103,office supplies,binders,"cardinal slant-d ring binder, heavy gauge vinyl",8.69
623,CA-2016-138009,2016-11-29,2016-12-03,standard class,SF-20965,Sylvia Foulston,corporate,united states,dearborn,michigan,48126,central,FUR-CH-10004853,furniture,chairs,"global manager's adjustable task chair, storm",301.96
626,CA-2016-138009,2016-11-29,2016-12-03,standard class,SF-20965,Sylvia Foulston,corporate,united states,dearborn,michigan,48126,central,OFF-AR-10004042,office supplies,art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",161.82
627,CA-2018-163020,2018-09-15,2018-09-19,standard class,MO-17800,Meg O'Connel,home office,united states,new york city,new york,10009,east,FUR-FU-10000221,furniture,furnishings,"master caster door stop, brown",35.56
628,CA-2018-153787,2018-05-19,2018-05-23,standard class,AT-10735,Annie Thurman,consumer,united states,seattle,washington,98115,west,OFF-AP-10001563,office supplies,appliances,belkin premiere surge master ii 8-outlet surge protector,97.16
629,CA-2018-133431,2018-12-17,2018-12-21,standard class,LC-17140,Logan Currie,consumer,united states,san francisco,california,94122,west,OFF-BI-10000605,office supplies,binders,"acco pressboard covers with storage hooks, 9 1/2"" x 11"", executive red",15.24
